Radius,Normalized_Density
0.139,2.9030966428158327
0.1395,2.8904337010781873
0.14,2.8773017614984058
0.1405,2.8646388197607595
0.141,2.8519758780231146
0.1415,2.8397819341276027
0.142,2.8271189923899582
0.1425,2.814456050652312
0.143,2.802262106756801
0.1435,2.7895991650191556
0.144,2.777405221123645
0.1445,2.764742279385999
0.145,2.752548335490488
0.1455,2.7403543915949777
0.146,2.7281604476994668
0.1465,2.715966503803956
0.147,2.70424155775058
0.1475,2.69204761385507
0.148,2.679853669959559
0.1485,2.6681287239061833
0.149,2.6559347800106723
0.1495,2.6442098339572966
0.15,2.632484887903921
0.1505,2.620759941850545
0.151,2.609034995797169
0.1515,2.5973100497437938
0.152,2.585585103690418
0.1525,2.5738601576370423
0.153,2.562135211583666
0.1535,2.5508792633724258
0.154,2.5391543173190496
0.1545,2.527898369107809
0.155,2.516642420896568
0.1555,2.504917474843192
0.156,2.4936615266319517
0.1565,2.4824055784207113
0.157,2.4711496302094704
0.1575,2.460362679840365
0.158,2.4491067316291244
0.1585,2.437850783417883
0.159,2.427063833048778
0.1595,2.415807884837537
0.16,2.4050209344684315
0.1605,2.393764986257191
0.161,2.382978035888085
0.1615,2.372191085518979
0.162,2.3614041351498734
0.1625,2.3506171847807678
0.163,2.3398302344116626
0.1635,2.329043284042556
0.164,2.318256333673451
0.1645,2.3079383811464806
0.165,2.2971514307773746
0.1655,2.286833478250404
0.166,2.2760465278812982
0.1665,2.2657285753543275
0.167,2.2554106228273567
0.1675,2.2450926703003864
0.168,2.2347747177734156
0.1685,2.2244567652464453
0.169,2.214138812719474
0.1695,2.203820860192504
0.17,2.1935029076655335
0.1705,2.1836539529806975
0.171,2.1733360004537268
0.1715,2.1634870457688913
0.172,2.15316909324192
0.1725,2.143320138557085
0.173,2.1334711838722495
0.1735,2.123153231345279
0.174,2.1133042766604437
0.1745,2.1034553219756074
0.175,2.093606367290772
0.1755,2.084226410448071
0.176,2.0743774557632357
0.1765,2.0645285010784002
0.177,2.0551485442356996
0.1775,2.0452995895508637
0.178,2.035919632708163
0.1785,2.0260706780233275
0.179,2.0166907211806273
0.1795,2.007310764337926
0.18,1.9979308074952262
0.1805,1.9885508506525253
0.181,1.979170893809825
0.1815,1.969790936967124
0.182,1.9604109801244234
0.1825,1.9510310232817227
0.183,1.941651066439022
0.1835,1.9327401074384565
0.184,1.9233601505957558
0.1845,1.9144491915951907
0.185,1.9050692347524896
0.1855,1.8961582757519244
0.186,1.887247316751359
0.1865,1.8783363577507932
0.187,1.8694253987502278
0.1875,1.860514439749662
0.188,1.8516034807490966
0.1885,1.842692521748531
0.189,1.8337815627479657
0.1895,1.8248706037473996
0.19,1.8164286425889693
0.1905,1.807517683588404
0.191,1.7986067245878385
0.1915,1.7901647634294076
0.192,1.781722802270977
0.1925,1.7728118432704116
0.193,1.764369882111981
0.1935,1.7559279209535505
0.194,1.7474859597951198
0.1945,1.7390439986366892
0.195,1.7306020374782591
0.1955,1.7221600763198281
0.196,1.7137181151613976
0.1965,1.705276154002967
0.197,1.697303190686672
0.1975,1.6888612295282415
0.198,1.6808882662119462
0.1985,1.6724463050535152
0.199,1.6644733417372197
0.1995,1.6565003784209242
0.2,1.6480584172624937
0.2005,1.6400854539461984
0.201,1.6321124906299027
0.2015,1.6241395273136074
0.202,1.616166563997312
0.2025,1.608193600681016
0.203,1.6002206373647205
0.2035,1.5922476740484253
0.204,1.5847437085742642
0.2045,1.5767707452579687
0.205,1.568797781941674
0.2055,1.5612938164675132
0.206,1.5537898509933528
0.2065,1.5458168876770573
0.207,1.5383129222028966
0.2075,1.5308089567287366
0.208,1.522835993412441
0.2085,1.5153320279382803
0.209,1.5078280624641196
0.2095,1.5003240969899594
0.21,1.4928201315157987
0.2105,1.4853161660416385
0.211,1.4782811984096131
0.2115,1.4707772329354525
0.212,1.463273267461292
0.2125,1.4562382998292667
0.213,1.4487343343551062
0.2135,1.4416993667230806
0.214,1.43419540124892
0.2145,1.4271604336168946
0.215,1.4201254659848692
0.2155,1.412621500510709
0.216,1.4055865328786834
0.2165,1.398551565246658
0.217,1.3915165976146326
0.2175,1.3844816299826073
0.218,1.3774466623505817
0.2185,1.370411694718556
0.219,1.3638457249286657
0.2195,1.3568107572966404
0.22,1.3497757896646152
0.2205,1.3432098198747247
0.221,1.336174852242699
0.2215,1.3296088824528087
0.222,1.3225739148207833
0.2225,1.3160079450308928
0.223,1.3089729773988674
0.2235,1.302407007608977
0.224,1.2958410378190863
0.2245,1.2892750680291958
0.225,1.2827090982393057
0.2255,1.2761431284494154
0.226,1.269577158659525
0.2265,1.2630111888696345
0.227,1.256445219079744
0.2275,1.2503482471319887
0.228,1.2437822773420981
0.2285,1.2372163075522078
0.229,1.2311193356044523
0.2295,1.224553365814562
0.23,1.2184563938668067
0.2305,1.2118904240769162
0.231,1.205793452129161
0.2315,1.1996964801814054
0.232,1.1931305103915153
0.2325,1.1870335384437598
0.233,1.1809365664960043
0.2335,1.1748395945482488
0.234,1.1687426226004936
0.2345,1.162645650652738
0.235,1.1565486787049826
0.2355,1.1504517067572273
0.236,1.144823732651607
0.2365,1.1387267607038516
0.237,1.1326297887560963
0.2375,1.127001814650476
0.238,1.1209048427027206
0.2385,1.1152768685971004
0.239,1.109179896649345
0.2395,1.1035519225437247
0.24,1.097454950595969
0.2405,1.0918269764903488
0.241,1.0861990023847286
0.2415,1.0805710282791081
0.242,1.074943054173488
0.2425,1.0693150800678675
0.243,1.063687105962247
0.2435,1.0580591318566268
0.244,1.0524311577510064
0.2445,1.0468031836453857
0.245,1.0411752095397655
0.2455,1.0360162332762803
0.246,1.03038825917066
0.2465,1.0247602850650397
0.247,1.019601308801554
0.2475,1.0139733346959339
0.248,1.0088143584324487
0.2485,1.0031863843268285
0.249,0.9980274080633428
0.2495,0.9928684317998576
0.25,0.9872404576942373
0.2505,0.9820814814307519
0.251,0.9769225051672663
0.2515,0.971763528903781
0.252,0.9666045526402958
0.2525,0.9614455763768104
0.253,0.9562866001133251
0.2535,0.95112762384984
0.254,0.9459686475863547
0.2545,0.9408096713228692
0.255,0.9361196929015191
0.2555,0.9309607166380336
0.256,0.9258017403745483
0.2565,0.9211117619531979
0.257,0.9159527856897128
0.2575,0.9112628072683624
0.258,0.906103831004877
0.2585,0.9014138525835266
0.259,0.8967238741621766
0.2595,0.8915648978986913
0.26,0.8868749194773408
0.2605,0.8821849410559905
0.261,0.8774949626346402
0.2615,0.8728049842132898
0.262,0.8681150057919398
0.2625,0.8634250273705895
0.263,0.8587350489492389
0.2635,0.8540450705278889
0.264,0.8493550921065384
0.2645,0.8446651136851882
0.265,0.8399751352638379
0.2655,0.8357541546846226
0.266,0.8310641762632723
0.2665,0.826843195684057
0.267,0.8221532172627067
0.2675,0.8174632388413565
0.268,0.8132422582621411
0.2685,0.8085522798407909
0.269,0.8043312992615756
0.2695,0.8001103186823604
0.27,0.795889338103145
0.2705,0.7911993596817949
0.271,0.7869783791025795
0.2715,0.7827573985233645
0.272,0.7785364179441492
0.2725,0.7743154373649339
0.273,0.7700944567857185
0.2735,0.7658734762065033
0.274,0.761652495627288
0.2745,0.7574315150480725
0.275,0.7532105344688573
0.2755,0.7489895538896421
0.276,0.7447685733104269
0.2765,0.7410165905733466
0.277,0.7367956099941314
0.2775,0.7330436272570512
0.278,0.7288226466778359
0.2785,0.7246016660986205
0.279,0.7208496833615403
0.2795,0.7166287027823249
0.28,0.7128767200452448
0.2805,0.7091247373081645
0.281,0.7049037567289492
0.2815,0.701151773991869
0.282,0.6973997912547887
0.2825,0.6936478085177086
0.283,0.6894268279384933
0.2835,0.6856748452014132
0.284,0.6819228624643329
0.2845,0.6781708797272527
0.285,0.6744188969901725
0.2855,0.6706669142530922
0.286,0.6669149315160119
0.2865,0.6631629487789318
0.287,0.6598799638839865
0.2875,0.6561279811469063
0.288,0.6523759984098261
0.2885,0.6486240156727459
0.289,0.6453410307778006
0.2895,0.6415890480407204
0.29,0.63783706530364
0.2905,0.634554080408695
0.291,0.6308020976716147
0.2915,0.6275191127766696
0.292,0.6237671300395893
0.2925,0.6204841451446441
0.293,0.6172011602496988
0.2935,0.6134491775126186
0.294,0.6101661926176735
0.2945,0.6068832077227282
0.295,0.603600222827783
0.2955,0.5998482400907027
0.296,0.5965652551957575
0.2965,0.5932822703008123
0.297,0.5899992854058672
0.2975,0.5867163005109218
0.298,0.5834333156159768
0.2985,0.5801503307210314
0.299,0.5768673458260863
0.2995,0.5735843609311411
0.3,0.5703013760361959
0.3005,0.5674873889833856
0.301,0.5642044040884404
0.3015,0.5609214191934954
0.302,0.5576384342985501
0.3025,0.55482444724574
0.303,0.5515414623507947
0.3035,0.5487274752979845
0.304,0.5454444904030393
0.3045,0.5426305033502292
0.305,0.539347518455284
0.3055,0.5365335314024737
0.306,0.5332505465075286
0.3065,0.5304365594547185
0.307,0.5271535745597732
0.3075,0.524339587506963
0.308,0.5215256004541529
0.3085,0.5187116134013428
0.309,0.5154286285063975
0.3095,0.5126146414535874
0.31,0.509800654400777
0.3105,0.5069866673479669
0.311,0.5041726802951568
0.3115,0.5013586932423465
0.312,0.4985447061895364
0.3125,0.4957307191367262
0.313,0.49291673208391606
0.3135,0.4901027450311058
0.314,0.48728875797829574
0.3145,0.48447477092548547
0.315,0.48166078387267525
0.3155,0.47931579466200025
0.316,0.47650180760919014
0.3165,0.4736878205563798
0.317,0.47134283134570476
0.3175,0.4684819445086811
0.318,0.4658555565927249
0.3185,0.4632291686767687
0.319,0.4606027807608125
0.3195,0.4580232926290699
0.32,0.45544380449732713
0.3205,0.4528643163655845
0.321,0.4502848282338419
0.3215,0.44775223988631274
0.322,0.4452665513229971
0.3225,0.4427339629754679
0.323,0.4402482744121522
0.3235,0.4377625858488365
0.324,0.435276897285521
0.3245,0.43283810850641874
0.325,0.4303993197273166
0.3255,0.42796053094821446
0.326,0.4255686419533257
0.3265,0.4231298531742237
0.327,0.42073796417933496
0.3275,0.4183929749686598
0.328,0.41600108597377117
0.3285,0.4136560967630961
0.329,0.4113580073366344
0.3295,0.4090130181259593
0.33,0.4067149286994976
0.3305,0.4044168392730359
0.331,0.40211874984657436
0.3315,0.3998675602043261
0.332,0.39761637056207805
0.3325,0.39536518091982986
0.333,0.3931139912775818
0.3335,0.3909097014195471
0.334,0.3887054115615125
0.3345,0.3865011217034778
0.335,0.3842968318454433
0.3355,0.382139441771622
0.336,0.3799820516978009
0.3365,0.3778246616239797
0.337,0.3757141713343722
0.3375,0.37360368104476455
0.338,0.37149319075515685
0.3385,0.3693827004655493
0.339,0.36727221017594164
0.3395,0.3652086196705475
0.34,0.3631450291651534
0.3405,0.3611283384439727
0.341,0.3590647479385786
0.3415,0.357048057217398
0.342,0.3550313664962173
0.3425,0.35301467577503676
0.343,0.35104488483806956
0.3435,0.34902819411688896
0.344,0.3470584031799218
0.3445,0.3451355120271682
0.345,0.3431657210902011
0.3455,0.34124282993744737
0.346,0.3393199387846939
0.3465,0.3373970476319402
0.347,0.3354741564791866
0.3475,0.33359816511064655
0.348,0.3317221737421064
0.3485,0.3298461823735663
0.349,0.3279701910050261
0.3495,0.3261410994206995
0.35,0.32426510805215936
0.3505,0.3224360164678328
0.351,0.3206538246677197
0.3515,0.3188247330833931
0.352,0.3170425412832799
0.3525,0.3152134496989533
0.353,0.31347815768305376
0.3535,0.3116959658829406
0.354,0.30991377408282744
0.3545,0.3081784820669279
0.355,0.30644319005102827
0.3555,0.3047078980351287
0.356,0.30301950580344256
0.3565,0.30128421378754294
0.357,0.29959582155585684
0.3575,0.29790742932417075
0.358,0.29621903709248465
0.3585,0.294577544645012
0.359,0.29288915241332597
0.3595,0.29124765996585333
0.36,0.28960616751838075
0.3605,0.28796467507090806
0.361,0.286370082407649
0.3615,0.28472858996017636
0.362,0.2831339972969173
0.3625,0.2815394046336582
0.363,0.2799448119703991
0.3635,0.27839711909135356
0.364,0.2768025264280944
0.3645,0.2752548335490488
0.365,0.27370714067000323
0.3655,0.27215944779095763
0.366,0.27065865469612554
0.3665,0.26911096181708
0.367,0.26761016872224785
0.3675,0.26610937562741577
0.368,0.2646085825325837
0.3685,0.26310778943775154
0.369,0.26165389612713297
0.3695,0.2601531030323008
0.37,0.2586992097216823
0.3705,0.25724531641106374
0.371,0.2557914231004451
0.3715,0.25438442957404006
0.372,0.25293053626342143
0.3725,0.2515235427370164
0.373,0.2501165492106113
0.3735,0.24870955568420616
0.374,0.24730256215780103
0.3745,0.2459424684156095
0.375,0.24453547488920438
0.3755,0.24317538114701281
0.376,0.24181528740482122
0.3765,0.24045519366262966
0.377,0.23909509992043806
0.3775,0.23778190596246
0.378,0.23642181222026842
0.3785,0.23510861826229032
0.379,0.23379542430431222
0.3795,0.23248223034633414
0.38,0.23121593617256955
0.3805,0.2299027422145915
0.381,0.22863644804082686
0.3815,0.22732325408284884
0.382,0.22605695990908425
0.3825,0.22479066573531967
0.383,0.22352437156155505
0.3835,0.22230497717200404
0.384,0.22103868299823945
0.3845,0.21981928860868838
0.385,0.21859989421913725
0.3855,0.21738049982958618
0.386,0.21616110544003508
0.3865,0.21494171105048407
0.387,0.21376921644514646
0.3875,0.21254982205559542
0.388,0.21137732745025778
0.3885,0.21020483284492023
0.389,0.20903233823958267
0.3895,0.2078598436342451
0.39,0.20668734902890748
0.3905,0.20556175420778341
0.391,0.20438925960244583
0.3915,0.20326366478132177
0.392,0.20213806996019773
0.3925,0.2010124751390736
0.393,0.19988688031794957
0.3935,0.1987612854968255
0.394,0.19768259045991493
0.3945,0.19655699563879084
0.395,0.19547830060188034
0.3955,0.19439960556496969
0.396,0.19332091052805914
0.3965,0.19224221549114864
0.397,0.191163520454238
0.3975,0.19008482541732744
0.398,0.1890530301646304
0.3985,0.18802123491193337
0.399,0.18694253987502282
0.3995,0.1859107446223257
0.4,0.18487894936962862
0.4005,0.18384715411693156
0.401,0.182862258648448
0.4015,0.18183046339575093
0.402,0.18084556792726736
0.4025,0.17981377267457027
0.403,0.17882887720608676
0.4035,0.17784398173760319
0.404,0.17685908626911961
0.4045,0.17587419080063604
0.405,0.17488929533215253
0.4055,0.17395129964788245
0.406,0.1729664041793989
0.4065,0.17202840849512882
0.407,0.17109041281085874
0.4075,0.1701524171265887
0.408,0.16916752165810514
0.4085,0.16827642575804858
0.409,0.16733843007377855
0.4095,0.1664004343895085
0.41,0.1655093384894519
0.4105,0.16457134280518185
0.411,0.1636802469051253
0.4115,0.16278915100506874
0.412,0.1618511553207987
0.4125,0.16096005942074212
0.413,0.1600689635206856
0.4135,0.15922476740484254
0.414,0.15833367150478594
0.4145,0.1574425756047294
0.415,0.15659837948888633
0.4155,0.1557541833730433
0.416,0.15486308747298674
0.4165,0.15401889135714367
0.417,0.15317469524130062
0.4175,0.1523304991254576
0.418,0.15148630300961455
0.4185,0.150689006677985
0.419,0.1498448105621419
0.4195,0.14904751423051238
0.42,0.14820331811466933
0.4205,0.14740602178303974
0.421,0.1466087254514102
0.4215,0.14581142911978068
0.422,0.14501413278815115
0.4225,0.1442168364565216
0.423,0.143419540124892
0.4235,0.14262224379326247
0.424,0.1418249474616329
0.4245,0.14107455091421686
0.425,0.14027725458258733
0.4255,0.1395268580351713
0.426,0.13877646148775524
0.4265,0.1380260649403392
0.427,0.13727566839292316
0.4275,0.1365252718455071
0.428,0.13577487529809107
0.4285,0.135024478750675
0.429,0.13427408220325895
0.4295,0.1335705854400564
0.43,0.13282018889264033
0.4305,0.13211669212943783
0.431,0.13141319536623527
0.4315,0.1306627988188192
0.432,0.12995930205561668
0.4325,0.12925580529241412
0.433,0.1285523085292116
0.4335,0.12784881176600907
0.434,0.1271453150028065
0.4345,0.12648871802381748
0.435,0.12578522126061492
0.4355,0.12512862428162588
0.436,0.12442512751842334
0.4365,0.12376853053943429
0.437,0.12306503377623176
0.4375,0.12240843679724268
0.438,0.12175183981825366
0.4385,0.12109524283926461
0.439,0.1204386458602756
0.4395,0.11978204888128652
0.44,0.11912545190229751
0.4405,0.11851575470752197
0.441,0.1178591577285329
0.4415,0.1172025607495439
0.442,0.11659286355476836
0.4425,0.11593626657577931
0.443,0.11532656938100377
0.4435,0.11471687218622822
0.444,0.11410717499145269
0.4445,0.11349747779667713
0.445,0.1128408808176881
0.4455,0.11227808340712607
0.446,0.1116683862123505
0.4465,0.111058689017575
0.447,0.11044899182279946
0.4475,0.10983929462802391
0.448,0.10927649721746187
0.4485,0.10866680002268633
0.449,0.10810400261212433
0.4495,0.10749430541734876
0.45,0.10693150800678673
0.4505,0.1063687105962247
0.451,0.10580591318566267
0.4515,0.10524311577510062
0.452,0.10468031836453859
0.4525,0.10411752095397656
0.453,0.10355472354341452
0.4535,0.1029919261328525
0.454,0.10242912872229047
0.4545,0.10191323109594191
0.455,0.1013504336853799
0.4555,0.10078763627481786
0.456,0.10027173864846929
0.4565,0.09970894123790726
0.457,0.09919304361155874
0.4575,0.09867714598521021
0.458,0.09816124835886167
0.4585,0.09759845094829965
0.459,0.09708255332195109
0.4595,0.09656665569560258
0.46,0.09605075806925403
0.4605,0.0955348604429055
0.461,0.0950658626007705
0.4615,0.09454996497442195
0.462,0.09403406734807343
0.4625,0.0935181697217249
0.463,0.09304917187958986
0.4635,0.09253327425324132
0.464,0.09206427641110629
0.4645,0.09154837878475776
0.465,0.09107938094262272
0.4655,0.09061038310048769
0.466,0.09009448547413917
0.4665,0.08962548763200413
0.467,0.0891564897898691
0.4675,0.08868749194773408
0.468,0.08821849410559905
0.4685,0.08774949626346401
0.469,0.08728049842132897
0.4695,0.08681150057919396
0.47,0.08638940252127243
0.4705,0.08592040467913742
0.471,0.08545140683700238
0.4715,0.08502930877908084
0.472,0.08456031093694583
0.4725,0.0840913130948108
0.473,0.08366921503688927
0.4735,0.08324711697896774
0.474,0.08277811913683271
0.4745,0.08235602107891117
0.475,0.08193392302098966
0.4755,0.08146492517885463
0.476,0.08104282712093311
0.4765,0.08062072906301158
0.477,0.08019863100509005
0.4775,0.07977653294716852
0.478,0.079354434889247
0.4785,0.07893233683132546
0.479,0.07855713855761744
0.4795,0.07813504049969591
0.48,0.0777129424417744
0.4805,0.07729084438385286
0.481,0.07691564611014481
0.4815,0.0764935480522233
0.482,0.07611834977851528
0.4825,0.07569625172059376
0.483,0.07532105344688574
0.4835,0.07489895538896421
0.484,0.07452375711525619
0.4845,0.07414855884154815
0.485,0.07372646078362664
0.4855,0.07335126250991861
0.486,0.07297606423621059
0.4865,0.07260086596250258
0.487,0.07222566768879454
0.4875,0.07185046941508653
0.488,0.0714752711413785
0.4885,0.07110007286767048
0.489,0.07072487459396244
0.4895,0.07034967632025443
0.49,0.06997447804654641
0.4905,0.0696461795570519
0.491,0.06927098128334387
0.4915,0.06889578300963585
0.492,0.06856748452014132
0.4925,0.0681922862464333
0.493,0.06781708797272526
0.4935,0.06748878948323074
0.494,0.06716049099373622
0.4945,0.0667852927200282
0.495,0.0664569942305337
0.4955,0.06608179595682567
0.496,0.06575349746733114
0.4965,0.06542519897783662
0.497,0.06509690048834209
0.4975,0.06472170221463408
0.498,0.06439340372513955
0.4985,0.06406510523564504
0.499,0.06373680674615051
0.4995,0.063408508256656
0.5,0.06308020976716147
0.5005,0.06275191127766695
0.501,0.06242361278817242
0.5015,0.0621422140828914
0.502,0.06181391559339689
0.5025,0.061485617103902365
0.503,0.061157318614407846
0.5035,0.06082902012491332
0.504,0.060547621419632304
0.5045,0.060219322930137785
0.505,0.05993792422485677
0.5055,0.05960962573536224
0.506,0.059328227030081226
0.5065,0.0589999285405867
0.507,0.0587185298353057
0.5075,0.05839023134581117
0.508,0.05810883264053017
0.5085,0.05778053415103562
0.509,0.057499135445754614
0.5095,0.0572177367404736
0.51,0.056936338035192574
0.5105,0.05660803954569807
0.511,0.05632664084041705
0.5115,0.056045242135136016
0.512,0.055763843429855006
0.5125,0.055482444724573976
0.513,0.055201046019292974
0.5135,0.05491964731401196
0.514,0.05463824860873095
0.5145,0.05435684990344991
0.515,0.0540754511981689
0.5155,0.053794052492887885
0.516,0.05351265378760686
0.5165,0.05327815486653934
0.517,0.052996756161258325
0.5175,0.052715357455977316
0.518,0.05243395875069631
0.5185,0.05219945982962878
0.519,0.05191806112434776
0.5195,0.051636662419066746
0.52,0.05140216349799923
0.5205,0.05112076479271822
0.521,0.05088626587165071
0.5215,0.050604867166369666
0.522,0.050370368245302166
0.5225,0.05008896954002114
0.523,0.04985447061895363
0.5235,0.04961997169788612
0.524,0.049338572992605106
0.5245,0.04910407407153759
0.525,0.04886957515047007
0.5255,0.04858817644518904
0.526,0.04835367752412154
0.5265,0.048119178603054036
0.527,0.047884679681986515
0.5275,0.047650180760918995
0.528,0.04741568183985149
0.5285,0.047181182918783954
